class,Order,Family,Genus,Genus_species
Aves,Passeriformes,,,
Aves,Pelecaniformes,Ardeidae,Egretta,Egretta tricolor
Aves,Passeriformes,Thamnophilidae,Cercomacroides,Cercomacroides tyrannina
Aves,Passeriformes,Thraupidae,Saltator,Saltator similis
Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos noguchii
Aves,Passeriformes,Turdidae,Turdus,Turdus falcklandii
Aves,Galliformes,Cracidae,Aburria,Aburria aburri
Aves,Passeriformes,Thraupidae,Saltator,Saltator maximus
Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Aves,Passeriformes,,,
Aves,Passeriformes,Paradoxornithidae,Sinosuthora,Sinosuthora conspicillata
Aves,Procellariiformes,Procellariidae,Pseudobulweria,Pseudobulweria rostrata
Aves,Passeriformes,Leiothrichidae,Trochalopteron,Trochalopteron elliotii
Aves,Passeriformes,Leiothrichidae,Trochalopteron,Trochalopteron elliotii
Aves,Passeriformes,Parulidae,Setophaga,Setophaga angelae
Aves,Passeriformes,Pycnonotidae,Hypsipetes,Hypsipetes amaurotis
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe deserti
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter tachiro
Aves,Galliformes,Phasianidae,Chrysolophus,Chrysolophus amherstiae
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica
Aves,Passeriformes,Parulidae,Setophaga,Setophaga virens
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus jocosus
Aves,Apodiformes,Trochilidae,Colibri,Colibri coruscans
Aves,Passeriformes,Calcariidae,Rhynchophanes,Rhynchophanes mccownii
Aves,Passeriformes,,,
Aves,Passeriformes,,,
Aves,Passeriformes,Leiothrichidae,Heterophasia,Heterophasia auricularis
Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla
Aves,Passeriformes,Formicariidae,Formicarius,Formicarius analis
Aves,Trogoniformes,,,
Aves,Passeriformes,,,
Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
Aves,Passeriformes,Cisticolidae,Oreolais,Oreolais ruwenzorii
Aves,Gruiformes,Rallidae,Rallus,Rallus aquaticus
Aves,Passeriformes,Thraupidae,Coereba,Coereba flaveola
Aves,Psittaciformes,Psittacidae,Amazona,Amazona aestiva
Aves,Bucerotiformes,Bucerotidae,Tockus,
Aves,Accipitriformes,Accipitridae,Nisaetus,Nisaetus bartelsi
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila ruficollis
Aves,Passeriformes,Thamnophilidae,Taraba,Taraba major
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis
Aves,Passeriformes,Hirundinidae,Delichon,Delichon dasypus
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis
Aves,Passeriformes,Thraupidae,Tangara,Tangara seledon
Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus leucogenys
Aves,Strigiformes,Strigidae,Strix,Strix aluco
Aves,Passeriformes,Tyrannidae,Phylloscartes,Phylloscartes superciliaris
Aves,Passeriformes,Furnariidae,Clibanornis,Clibanornis rubiginosus
Aves,Passeriformes,Tyrannidae,Platyrinchus,Platyrinchus platyrhynchos
Aves,Piciformes,Picidae,Picus,Picus canus
Aves,Passeriformes,,,
Aves,Passeriformes,Paridae,Cyanistes,Cyanistes teneriffae
Aves,Columbiformes,Columbidae,Columbina,Columbina inca
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
Aves,Strigiformes,Strigidae,Strix,Strix aluco
Aves,Strigiformes,Strigidae,Bubo,Bubo bubo
Aves,Passeriformes,Corvidae,Corvus,Corvus splendens
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma cookii
Aves,Psittaciformes,Psittacidae,Amazona,Amazona aestiva
Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus rivoli
Aves,Anseriformes,Anatidae,Anser,Anser albifrons
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gularis
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza cioides
Aves,Anseriformes,Anatidae,Anas,Anas acuta
Aves,Passeriformes,,,
Aves,Passeriformes,Mohouidae,Mohoua,Mohoua albicilla
Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Aves,Anseriformes,Anatidae,Anser,Anser anser
Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor
Aves,Passeriformes,Locustellidae,Locustella,Locustella alishanensis
Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus myotherinus
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Oceanodroma matsudairae
Aves,Passeriformes,Dicaeidae,Prionochilus,Prionochilus xanthopygius
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius pecuarius
Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis striigularis
Aves,Strigiformes,Strigidae,Otus,Otus gurneyi
Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus
Aves,Pelecaniformes,Ardeidae,Butorides,Butorides virescens
Aves,Passeriformes,Fringillidae,Bucanetes,Bucanetes githagineus
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis
Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus crispus
Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus mulsant
Aves,Piciformes,Capitonidae,Capito,Capito fitzpatricki
Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia pareola
Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Aves,Passeriformes,Tyrannidae,Cnemotriccus,Cnemotriccus fuscatus
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis ruficapilla
Aves,Charadriiformes,Laridae,Larus,Larus smithsonianus
Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata
Aves,Passeriformes,,,
Aves,Caprimulgiformes,,,
Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica
Aves,Passeriformes,Tyrannidae,Sublegatus,Sublegatus arenarum
Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus
Aves,Passeriformes,Pycnonotidae,Phyllastrephus,Phyllastrephus albigularis
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius collaris
Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
Aves,Passeriformes,Calcariidae,Plectrophenax,Plectrophenax nivalis
Aves,Passeriformes,,,
Aves,Galliformes,Cracidae,Aburria,Aburria aburri
Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
Aves,Anseriformes,Anatidae,Cairina,Cairina moschata
Aves,Galliformes,Phasianidae,Tetraophasis,Tetraophasis szechenyii
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugens
Aves,Passeriformes,Ploceidae,Ploceus,Ploceus pelzelni
Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax alnorum
Aves,Passeriformes,Pycnonotidae,,
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura castaneothorax
Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis cinnamomeus
Aves,Passeriformes,Troglodytidae,Thryothorus,Thryothorus ludovicianus
Aves,Passeriformes,,,
Aves,Passeriformes,Passeridae,Passer,Passer cinnamomeus
Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus
Aves,Anseriformes,Anatidae,Amazonetta,Amazonetta brasiliensis
Aves,Passeriformes,,,
Aves,Procellariiformes,Oceanitidae,Garrodia,Garrodia nereis
Aves,Passeriformes,Fringillidae,Spinus,Spinus lawrencei
Aves,Passeriformes,Leiothrichidae,Heterophasia,Heterophasia auricularis
Aves,Pelecaniformes,Threskiornithidae,Theristicus,Theristicus caudatus
Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia
Aves,Passeriformes,Vireonidae,Vireo,Vireo nanus
Aves,Passeriformes,Fringillidae,Hesperiphona,Hesperiphona vespertina
Aves,Passeriformes,,,
Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos major
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysolophus
Aves,Procellariiformes,Hydrobatidae,Hydrobates,
Aves,Passeriformes,Alaudidae,Alauda,Alauda arvensis
Aves,Psittaciformes,Psittacidae,Pionus,Pionus menstruus
Aves,Strigiformes,Strigidae,Otus,Otus elegans
Aves,Passeriformes,Sylviidae,Sylvia,Sylvia atricapilla
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus palustris
Aves,Columbiformes,Columbidae,Ducula,
Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Aves,Piciformes,Picidae,Veniliornis,Veniliornis passerinus
Aves,Passeriformes,Muscicapidae,Larvivora,Larvivora cyane
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza nigrorufa
Aves,Columbiformes,,,
Aves,Charadriiformes,Scolopacidae,Tringa,Tringa ochropus
Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica
Aves,Galliformes,Phasianidae,Lagopus,
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Apodiformes,Apodidae,Chaetura,Chaetura chapmani
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus viridis
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus plumbeus
Aves,Passeriformes,Pipridae,Ceratopipra,Ceratopipra rubrocapilla
Aves,Piciformes,Picidae,Picus,Picus canus
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus stentoreus
Aves,Psittaciformes,Psittaculidae,Neopsephotus,Neopsephotus bourkii
Aves,Piciformes,Picidae,Celeus,Celeus castaneus
Aves,Passeriformes,Pipridae,Corapipo,Corapipo altera
Aves,Passeriformes,Troglodytidae,Henicorhina,Henicorhina leucosticta
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevioides
Aves,Caprimulgiformes,,,
Aves,Psittaciformes,Psittaculidae,Eos,Eos cyanogenia
Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila bouvreuil
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter francesiae
Aves,Passeriformes,Tyrannidae,Phylloscartes,Phylloscartes ventralis
Aves,Passeriformes,Tyrannidae,Muscisaxicola,Muscisaxicola maculirostris
Aves,Charadriiformes,Laridae,Larus,Larus glaucoides
Aves,Passeriformes,Paridae,Poecile,Poecile montanus
Aves,Passeriformes,Thamnophilidae,Willisornis,Willisornis poecilinotus
Aves,Passeriformes,Pipridae,Pseudopipra,Pseudopipra pipra
Aves,Charadriiformes,Scolopacidae,Limosa,Limosa limosa
Aves,Passeriformes,Petroicidae,Petroica,Petroica traversi
Aves,Sphenisciformes,Spheniscidae,Megadyptes,Megadyptes antipodes
Aves,Passeriformes,Motacillidae,Motacilla,Motacilla grandis
Aves,Passeriformes,Thamnophilidae,Myrmelastes,Myrmelastes leucostigma
Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus bres
Aves,Piciformes,Picidae,Picus,Picus awokera
Aves,Accipitriformes,Accipitridae,Nisaetus,Nisaetus nipalensis
Aves,Passeriformes,Passerellidae,Arremonops,Arremonops rufivirgatus
Aves,Passeriformes,Polioptilidae,Polioptila,Polioptila californica
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax fulvifrons
Aves,Columbiformes,Columbidae,Leptotila,Leptotila battyi
Aves,Passeriformes,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Passeriformes,Petroicidae,Petroica,Petroica rodinogaster
Aves,Passeriformes,Laniidae,Lanius,Lanius collurio
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma feae
Aves,Columbiformes,Columbidae,Lopholaimus,Lopholaimus antarcticus
Aves,Passeriformes,Sittidae,Sitta,Sitta europaea
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza torquata
Aves,Passeriformes,,,
Aves,Passeriformes,Thamnophilidae,Hypocnemis,Hypocnemis cantator
Aves,Passeriformes,Sylviidae,Sylvia,Sylvia curruca
Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus unicolor
Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta bicolor
Aves,Coraciiformes,Meropidae,Merops,Merops orientalis
Aves,Passeriformes,Timaliidae,Pomatorhinus,Pomatorhinus ferruginosus
Aves,Passeriformes,Passerellidae,Melospiza,Melospiza lincolnii
Aves,Cuculiformes,Cuculidae,Piaya,Piaya cayana
Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica
Aves,Passeriformes,Tyrannidae,Contopus,Contopus sordidulus
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Piciformes,Picidae,Leuconotopicus,Leuconotopicus stricklandi
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealoides
Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Aves,Passeriformes,Leiothrichidae,Argya,Argya rufescens
Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops
Aves,Piciformes,Picidae,Celeus,Celeus grammicus
Aves,Galliformes,Phasianidae,Lagopus,Lagopus lagopus
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus viridis
Aves,Psittaciformes,Psittaculidae,Psittacula,Psittacula krameri
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura castaneothorax
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Falconiformes,Falconidae,Micrastur,Micrastur semitorquatus
Aves,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura calliptera
Aves,Apodiformes,Trochilidae,Oreotrochilus,Oreotrochilus leucopleurus
Aves,Passeriformes,Laniidae,Lanius,Lanius cristatus
Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis trichas
Aves,Passeriformes,Callaeidae,Philesturnus,Philesturnus rufusater
Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche chrysostoma
Aves,Passeriformes,Nectariniidae,Anthreptes,Anthreptes seimundi
Aves,Passeriformes,Furnariidae,Certhiasomus,Certhiasomus stictolaemus
Aves,Passeriformes,Tyrannidae,Myiophobus,Myiophobus fasciatus
Aves,Passeriformes,Parulidae,Setophaga,Setophaga magnolia
Aves,Passeriformes,,,
Aves,Passeriformes,Thamnophilidae,Herpsilochmus,Herpsilochmus atricapillus
Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus plumosus
Aves,Passeriformes,Corvidae,Pica,Pica pica
Aves,Charadriiformes,Scolopacidae,Scolopax,Scolopax rusticola
Aves,Apodiformes,Trochilidae,Amazilia,Amazilia rutila
Aves,Passeriformes,Cardinalidae,Pheucticus,Pheucticus melanocephalus
Aves,Passeriformes,Pipridae,Manacus,Manacus aurantiacus
Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Aves,Passeriformes,Tityridae,Schiffornis,Schiffornis turdina
Aves,Passeriformes,Nectariniidae,Hedydipna,Hedydipna collaris
Aves,Passeriformes,Estrildidae,Lagonosticta,Lagonosticta senegala
Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Passeriformes,Muscicapidae,Larvivora,Larvivora sibilans
Aves,Apodiformes,Apodidae,Chaetura,Chaetura vauxi
Aves,Passeriformes,Cardinalidae,Passerina,Passerina amoena
Aves,Anseriformes,Anatidae,Lophonetta,Lophonetta specularioides
Aves,Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus arada
Aves,Gruiformes,Rallidae,Porzana,Porzana tabuensis
Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio mantelli
Aves,Accipitriformes,Accipitridae,Circaetus,Circaetus gallicus
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula westermanni
Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus
Aves,Passeriformes,,,
Aves,Passeriformes,Vireonidae,Vireo,Vireo griseus
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alpina
Aves,Charadriiformes,Laridae,Leucophaeus,Leucophaeus modestus
Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle aenea
Aves,Passeriformes,Pardalotidae,Pardalotus,Pardalotus punctatus
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos concinnus
Aves,Passeriformes,Campephagidae,Pericrocotus,Pericrocotus cinnamomeus
Aves,Passeriformes,Ploceidae,Ploceus,Ploceus taeniopterus
Aves,Piciformes,Picidae,Colaptes,Colaptes rupicola
Aves,Passeriformes,Tyrannidae,Lathrotriccus,Lathrotriccus euleri
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura forbesi
Aves,Anseriformes,Anatidae,Cygnus,Cygnus columbianus
Aves,Charadriiformes,Alcidae,Cepphus,Cepphus columba
Aves,Passeriformes,Tyrannidae,Lathrotriccus,Lathrotriccus euleri
Aves,Passeriformes,,,
Aves,Passeriformes,Certhiidae,Certhia,Certhia brachydactyla
Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola
Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus tristriatus
Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus poliocephalus
Aves,Passeriformes,Parulidae,Setophaga,Setophaga coronata
Aves,Passeriformes,Muscicapidae,Myiomela,Myiomela diana
Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes souleyetii
Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus brevirostris
Aves,Passeriformes,,,
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicilla
Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus bailloni
Aves,Passeriformes,Corvidae,Urocissa,Urocissa caerulea
Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea
Aves,Passeriformes,Tyrannidae,Todirostrum,Todirostrum cinereum
Aves,Passeriformes,Paridae,Poecile,Poecile montanus
Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus robustus
Aves,Passeriformes,Tyrannidae,Suiriri,Suiriri suiriri
Aves,Passeriformes,Mimidae,Mimus,Mimus dorsalis
Aves,Passeriformes,Thraupidae,Saltator,Saltator similis
Aves,Passeriformes,Passeridae,Passer,Passer ammodendri
Aves,Passeriformes,Cettiidae,Horornis,Horornis diphone
Aves,Passeriformes,Alaudidae,Alaudala,Alaudala cheleensis
Aves,Caprimulgiformes,,,
Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula axillaris
Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias leucopterus
Aves,Passeriformes,Cardinalidae,Caryothraustes,Caryothraustes canadensis
Aves,Piciformes,Bucconidae,Notharchus,Notharchus macrorhynchos
Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna immunda
Aves,Passeriformes,,,
Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola
Aves,Apodiformes,Trochilidae,Calypte,Calypte anna
Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus
Aves,Passeriformes,Passerellidae,Arremon,Arremon aurantiirostris
Aves,Passeriformes,Passerellidae,Calamospiza,Calamospiza melanocorys
Aves,Gaviiformes,Gaviidae,Gavia,Gavia pacifica
Aves,Columbiformes,Columbidae,Goura,Goura victoria
Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus sinensis
Aves,Passeriformes,Paridae,Parus,Parus monticolus
Aves,Passeriformes,Turdidae,Turdus,Turdus ignobilis
Aves,Anseriformes,Anatidae,Anas,
Aves,Passeriformes,Turdidae,Turdus,Turdus eunomus
Aves,Galliformes,Phasianidae,Perdix,Perdix perdix
Aves,Passeriformes,Turdidae,Turdus,Turdus ignobilis
Aves,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs
Aves,Anseriformes,Anatidae,Branta,Branta bernicla
Aves,Anseriformes,Anatidae,Anas,Anas crecca
Aves,Passeriformes,Passerellidae,Arremonops,Arremonops rufivirgatus
Aves,Passeriformes,,,
Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus
Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis
Aves,Passeriformes,Corvidae,Urocissa,Urocissa erythroryncha
Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus europaeus
Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago delicata
Aves,Passeriformes,Parulidae,Setophaga,Setophaga americana
Aves,Passeriformes,Regulidae,Regulus,Regulus calendula
Aves,Passeriformes,Tyrannidae,Lophotriccus,Lophotriccus pileatus
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla
Aves,Passeriformes,Laniidae,Lanius,Lanius collurio
Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza pusilla
Aves,Falconiformes,Falconidae,Falco,Falco peregrinus
Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos concinnus
Aves,Passeriformes,Paridae,Cyanistes,Cyanistes cyanus
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila bouvreuil
Aves,Columbiformes,Columbidae,Columba,Columba palumbus
Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus formosanus
Aves,Passeriformes,Pellorneidae,Malacocincla,Malacocincla malaccensis
Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo
Aves,Passeriformes,Acanthizidae,Aethomyias,Aethomyias papuensis
Aves,Passeriformes,Acanthizidae,Aethomyias,Aethomyias papuensis
Aves,Passeriformes,,,
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula mugimaki
Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus palliatus
Aves,Trogoniformes,Trogonidae,Trogon,Trogon massena
Aves,Pelecaniformes,Ardeidae,Botaurus,Botaurus pinnatus
Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps cristatus
Aves,Passeriformes,Alaudidae,Galerida,Galerida cristata
Aves,Passeriformes,Furnariidae,Dendrocolaptes,Dendrocolaptes platyrostris
Aves,Apodiformes,Apodidae,Apus,Apus apus
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Passeriformes,Tyrannidae,Lophotriccus,Lophotriccus galeatus
Aves,Passeriformes,Fringillidae,Euphonia,Euphonia fulvicrissa
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila americana
Aves,Passeriformes,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Columbiformes,Columbidae,Ectopistes,Ectopistes migratorius
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Passeriformes,Mimidae,Mimus,Mimus polyglottos
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma madeira
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax pelagicus
Aves,Charadriiformes,Alcidae,Ptychoramphus,Ptychoramphus aleuticus
Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus saundersi
Aves,Passeriformes,Furnariidae,Sittasomus,Sittasomus griseicapillus
Aves,Passeriformes,Furnariidae,Ochetorhynchus,Ochetorhynchus phoenicurus
Aves,Passeriformes,,,
Aves,Passeriformes,,,
Aves,Passeriformes,Thamnophilidae,Pygiptila,Pygiptila stellaris
Aves,Passeriformes,Thamnophilidae,Cymbilaimus,Cymbilaimus lineatus
Aves,Apodiformes,Trochilidae,Heliomaster,Heliomaster furcifer
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza cioides
Aves,Passeriformes,Turdidae,Turdus,Turdus pilaris
Aves,Passeriformes,Hirundinidae,Progne,Progne subis
Aves,Passeriformes,,,
Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
Aves,Passeriformes,Petroicidae,Amalocichla,Amalocichla incerta
Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia lanceolata
Aves,Passeriformes,Turdidae,Turdus,Turdus torquatus
Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis
Aves,Columbiformes,Columbidae,Ducula,Ducula aenea
Aves,Passeriformes,Icteridae,Icterus,Icterus laudabilis
Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Aves,Passeriformes,Estrildidae,Poephila,Poephila acuticauda
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Furnariidae,Sylviorthorhynchus,Sylviorthorhynchus desmurii
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza hypocondria
Aves,Passeriformes,Pipridae,Pipra,Pipra fasciicauda
Aves,Piciformes,,,
Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes aura
Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis cayennensis
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza cinerea
Aves,Passeriformes,Cardinalidae,Periporphyrus,Periporphyrus erythromelas
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops japonicus
Aves,Charadriiformes,Alcidae,Synthliboramphus,Synthliboramphus wumizusume
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Passeriformes,Troglodytidae,Cistothorus,Cistothorus platensis
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius falklandicus
Aves,Passeriformes,Troglodytidae,Thryothorus,Thryothorus ludovicianus
Aves,Passeriformes,,,
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus
Aves,Psittaciformes,Psittacidae,Eupsittula,Eupsittula canicularis
Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus saularis
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila pileata
Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis
Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Aves,Strigiformes,Strigidae,Athene,Athene noctua
Aves,Accipitriformes,Accipitridae,Trigonoceps,Trigonoceps occipitalis
Aves,Passeriformes,Sylviidae,Curruca,Curruca iberia
